ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Тимофей Арсенович Веселов,2021,Платка,8.1,224.5,Прикладная математика,с. Рыбинск,87184337837,45.0,48.0,,,51.0,
Титова Фёкла Владиславовна,2019,Целевое,8.0,287.0,История,клх Таштагол,+7 (122) 269-3453,,65.0,,76.0,,66.0
Казаков Мир Вилорович,2022,Целевое,7.5,304.5,Международные отношения,ст. Люберцы,+7 (955) 000-2174,,88.0,75.0,66.0,,
Тимур Изотович Орлов,2023,Бюджет,6.9,354.9,Лечебное дело,к. Черкесск,8 151 219 3742,98.0,,,88.0,100.0,
Белякова Клавдия Геннадьевна,2022,Целевое,7.3,194.2,История,клх Тарко-Сале,8 (237) 298-9972,46.0,41.0,,34.0,,
Елизавета Георгиевна Сазонова,2019,Платка,9.6,278.6,Международные отношения,к. Бреды,8 (854) 464-38-20,,,,55.0,59.0,69.0
Мстислав Аксёнович Кириллов,2023,Платка,7.9,322.4,Философия,г. Старый Оскол,8 023 983 50 21,,86.0,,,89.0,68.0
Кондратьева Дарья Архиповна,2021,Платка,6.6,265.6,История,с. Верхоянск,+7 876 591 2173,,65.0,71.0,64.0,,
Куприян Бенедиктович Комаров,2021,Бюджет,7.8,332.8,История,г. Гдов,+7 (808) 241-68-04,100.0,,81.0,,,74.0
Валерия Валериевна Селиверстова,2019,Целевое,8.4,318.1,Психология,г. Сухиничи,+7 (979) 109-51-21,,76.0,,95.0,63.0,
Попов Всеволод Ермилович,2022,Бюджет,8.6,268.3,Психология,к. Избербаш,8 (409) 214-35-59,,,43.0,64.0,75.0,
Нинель Семеновна Зуева,2021,Бюджет,6.4,306.5,Психология,п. Дивногорск,+7 035 164 3511,90.0,70.0,,,82.0,
Надежда Натановна Суханова,2019,Целевое,6.7,277.9,История,к. Курумкан,8 587 671 3277,,,71.0,68.0,72.0,
Белозерова Юлия Владиславовна,2020,Целевое,6.9,257.1,Психология,д. Кежма,+79146817995,,71.0,56.0,,,61.0
Самойлов Платон Егорович,2020,Платка,9.1,248.0,Философия,п. Мичуринск,8 519 648 6268,,,57.0,33.0,67.0,
Быкова Ирина Богдановна,2019,Бюджет,5.9,359.2,Радиофизика,ст. Мончегорск,8 895 589 2030,,,100.0,,100.0,100.0
Жукова Ия Оскаровна,2022,Бюджет,6.9,326.0,Лечебное дело,д. Листвянка (Иркут.),8 (342) 205-1522,78.0,,79.0,,,100.0
Корнилова Евпраксия Богдановна,2023,Целевое,6.8,257.2,Прикладная информатика,с. Обоянь,+7 491 249 86 46,64.0,60.0,,65.0,,
Пимен Трофимович Устинов,2019,Бюджет,7.3,227.0,Психология,с. Снежинск,+7 477 803 7177,50.0,,,,44.0,60.0
Ия Семеновна Беляева,2022,Целевое,9.6,315.5,Радиофизика,г. Тамбов,+7 202 683 5072,,,95.0,,59.0,66.0
Анжела Эдуардовна Кудряшова,2022,Платка,8.2,327.4,Прикладная математика,г. Горячий Ключ,+7 (713) 077-10-03,,,87.0,,76.0,82.0
Шилов Владлен Измаилович,2021,Платка,7.1,294.9,Прикладная информатика,к. Брянск,8 644 318 51 10,,74.0,,79.0,,71.0
Лука Ефстафьевич Зиновьев,2023,Целевое,9.8,248.8,Философия,клх Великие Луки,82273172143,46.0,56.0,,,,49.0
Федорова Дарья Николаевна,2021,Платка,8.0,305.7,Международные отношения,к. Беломорск,+70138873639,,83.0,,64.0,,79.0
Денисов Степан Брониславович,2020,Целевое,5.2,263.1,Информатика,д. Пушкин,81458174489,70.0,,79.0,,62.0,
Ситникова Майя Сергеевна,2021,Целевое,7.0,281.6,Информатика,с. Павловский Посад,+7 456 466 68 09,84.0,61.0,67.0,,,
Валентина Богдановна Медведева,2019,Целевое,7.4,215.4,Радиофизика,с. Урус-Мартан,8 809 996 9428,49.0,,,39.0,53.0,
Валерия Федоровна Овчинникова,2019,Целевое,6.8,306.1,Лечебное дело,ст. Котлас,+70013800579,,80.0,,68.0,,90.0
Юлия Матвеевна Юдина,2021,Платка,7.6,312.2,История,д. Каневская,8 (991) 722-37-65,,,75.0,83.0,78.0,
Виссарион Юлианович Соколов,2019,Бюджет,5.4,273.8,Прикладная информатика,д. Черский,82472815795,,,83.0,72.0,65.0,
Гурьев Евдоким Александрович,2019,Целевое,6.3,294.3,Прикладная информатика,д. Звенигород,+7 (668) 390-3541,75.0,,79.0,,,77.0
Зайцев Эраст Антипович,2020,Платка,7.3,272.7,Международные отношения,г. Сузун,+7 022 686 3504,,58.0,,57.0,,85.0
Самойлов Станимир Андреевич,2021,Платка,8.5,257.2,Кибербезопасность,ст. Нижнеудинск,8 595 837 1112,64.0,55.0,,,53.0,
Силин Адам Ефремович,2019,Платка,7.6,277.3,Философия,д. Усть-Кут,+78727525206,,,,75.0,66.0,60.0
Кудряшова София Кузьминична,2019,Платка,5.6,265.5,Прикладная информатика,ст. Калач,82122978104,,71.0,72.0,,,67.0
Святослав Аксёнович Капустин,2022,Бюджет,7.9,373.7,Международные отношения,г. Калуга,+70422191581,,,95.0,,100.0,100.0
Нина Кузьминична Сорокина,2019,Бюджет,8.3,248.4,История,клх Кабанск,89293529588,,,50.0,,69.0,46.0
Савин Ефим Игнатьевич,2019,Платка,7.3,257.3,Прикладная математика,клх Карпинск,8 745 484 84 97,44.0,56.0,,84.0,,
Анжелика Леоновна Некрасова,2019,Бюджет,7.6,312.1,Прикладная математика,клх Елатьма,+78492543772,,98.0,,,77.0,61.0
Олимпиада Захаровна Кузнецова,2022,Бюджет,7.2,214.6,Радиофизика,ст. Кош-Агач,82341962727,26.0,,,64.0,53.0,
Пестов Аверкий Елизарович,2021,Бюджет,6.7,313.2,История,г. Фатеж,+7 614 410 7990,100.0,69.0,,,,77.0
Русакова Лариса Артемовна,2019,Целевое,8.9,323.1,Радиофизика,п. Малгобек,+7 (834) 189-6027,72.0,,,,92.0,70.0
Кондратий Ааронович Ефимов,2022,Целевое,7.2,313.2,Прикладная математика,к. Ступино,8 (919) 608-73-09,,,100.0,67.0,74.0,
Некрасова Эмилия Матвеевна,2022,Целевое,4.6,323.8,Философия,с. Тулпан,8 (468) 615-07-55,,84.0,,94.0,,100.0
Александра Ивановна Белоусова,2021,Платка,7.2,316.8,Информатика,с. Кропоткин (Краснод.),8 642 732 90 97,86.0,71.0,,88.0,,
Тамара Петровна Цветкова,2021,Бюджет,6.8,301.8,Кибербезопасность,ст. Саранск,+7 (493) 197-1370,,63.0,94.0,,,77.0
Фортунат Абрамович Тимофеев,2023,Бюджет,9.1,264.3,Радиофизика,к. Волгоград,86521495829,,54.0,68.0,,,51.0
Фортунат Терентьевич Дьячков,2019,Целевое,7.7,271.2,Прикладная информатика,д. Красногорск (Моск.),81203529825,65.0,55.0,,,,74.0
Моисеева Вера Геннадиевна,2022,Целевое,6.8,258.9,Лечебное дело,ст. Саранск,+7 098 734 49 91,84.0,,50.0,57.0,,
Порфирий Бориславович Васильев,2019,Целевое,8.4,275.7,Радиофизика,д. Тутончаны,+7 (652) 229-25-48,,,75.0,,63.0,54.0
Фомичева Глафира Эльдаровна,2019,Целевое,6.8,262.2,Информатика,г. Губаха,+7 550 561 0838,91.0,51.0,,,,52.0
Афанасьев Герман Аверьянович,2022,Бюджет,5.8,294.4,Философия,с. Можайск,+7 719 761 79 09,77.0,85.0,,74.0,,
Евлампий Демидович Белозеров,2019,Платка,6.7,184.4,Информатика,клх Иркутск,+7 298 989 80 29,,,45.0,32.0,,40.0
Вера Николаевна Боброва,2020,Целевое,6.8,347.2,Прикладная математика,д. Пушкин,+7 (948) 126-4746,,,95.0,84.0,100.0,
Абрамов Аникита Ефстафьевич,2020,Платка,7.0,248.4,История,клх Усинск,+7 511 790 3572,66.0,,,56.0,,56.0
Маркова Марфа Никифоровна,2019,Бюджет,9.0,287.3,Кибербезопасность,д. Ростов-на-Дону,81131883299,62.0,,72.0,63.0,,
Виноградов Аркадий Евсеевич,2019,Платка,7.9,223.9,История,к. Белорецк,+7 (385) 554-8517,,,47.0,39.0,,59.0
Нинель Альбертовна Харитонова,2019,Бюджет,5.7,182.3,Прикладная информатика,п. Белый Яр (Томск.),86557041522,,,26.0,59.0,,40.0
Одинцов Давыд Давидович,2020,Платка,7.1,321.8,Прикладная информатика,с. Солнечногорск,8 (887) 456-0168,74.0,89.0,,,,88.0
Капустина Октябрина Константиновна,2023,Целевое,8.0,288.4,Прикладная математика,п. Шереметьево,+7 (481) 706-7112,59.0,60.0,89.0,,,
Анжела Ждановна Александрова,2023,Бюджет,8.8,365.1,Психология,п. Шуя,+7 310 415 12 08,,77.0,,100.0,100.0,
Дарья Наумовна Зыкова,2020,Платка,6.4,269.3,Международные отношения,г. Орск,+71161946553,91.0,69.0,45.0,,,
Алла Николаевна Исакова,2020,Целевое,6.4,257.2,История,п. Находка,+7 329 485 2778,92.0,,37.0,64.0,,
Олимпиада Владимировна Белякова,2022,Бюджет,7.2,349.2,Прикладная математика,клх Назрань,+7 632 863 94 14,87.0,,,94.0,,96.0
Королева Нонна Никифоровна,2019,Бюджет,6.2,235.8,Радиофизика,д. Нарткала,8 (216) 085-34-26,,63.0,,74.0,37.0,
Аксенов Лонгин Тарасович,2022,Целевое,5.4,350.0,Психология,с. Горно-Алтайск,+7 230 948 2432,100.0,,96.0,,100.0,
Дмитрий Владиславович Красильников,2023,Платка,8.0,307.8,История,к. Вязьма,+7 (810) 291-8302,,,66.0,,91.0,71.0
Эрнст Герасимович Михайлов,2019,Целевое,9.5,230.1,Психология,п. Джубга,80370085043,,,47.0,32.0,,56.0
Коновалов Прокл Антонович,2021,Платка,10.0,349.0,Лечебное дело,с. Невельск,89494553296,,,93.0,92.0,64.0,
Прохор Вилорович Федоров,2019,Целевое,8.1,233.9,Информатика,к. Волгоград,8 518 238 01 52,,34.0,,69.0,50.0,
Ларионов Евдоким Денисович,2023,Бюджет,5.7,314.1,Прикладная математика,с. Нижнеудинск,8 (203) 225-6744,,73.0,100.0,,,84.0
Лихачева Евпраксия Юрьевна,2020,Бюджет,8.1,311.4,Кибербезопасность,ст. Мончегорск,+7 (177) 378-06-48,,,82.0,,82.0,66.0
тов. Игнатьев Каллистрат Ефремович,2020,Целевое,10.0,360.6,Психология,п. Новгород Великий,+71929719993,98.0,80.0,,83.0,,
Евгения Юрьевна Афанасьева,2020,Платка,9.1,277.4,Прикладная математика,п. Гдов,8 (766) 073-8505,60.0,80.0,,,,46.0
Виноградов Адриан Валерианович,2019,Целевое,6.8,326.9,Кибербезопасность,п. Армавир,8 266 396 66 76,,,83.0,92.0,84.0,
Тетерина Алла Руслановна,2019,Платка,8.0,318.4,Лечебное дело,г. Северо-Курильск,+7 (526) 089-01-37,63.0,,,91.0,84.0,
Кудряшов Семен Арсеньевич,2022,Целевое,8.1,329.8,Лечебное дело,г. Хасавюрт,+7 748 765 2986,,87.0,,,82.0,80.0
Бирюков Зосима Ааронович,2021,Бюджет,9.4,329.1,Прикладная информатика,к. Углегорск,8 (734) 845-77-96,,78.0,70.0,87.0,,
Лыткина Анжелика Антоновна,2020,Целевое,7.0,267.3,Лечебное дело,п. Магадан,86658795867,67.0,,63.0,,,67.0
Лидия Юльевна Воронцова,2019,Платка,8.5,327.4,Радиофизика,с. Усть-Джегута,8 166 858 6341,,,,93.0,81.0,68.0
Антонин Жанович Красильников,2020,Бюджет,6.1,303.0,Радиофизика,к. Снежинск,+75371806562,,,94.0,,86.0,62.0
Фока Яковлевич Кудряшов,2021,Бюджет,7.2,220.4,Психология,клх Соловки,8 (734) 080-22-56,,51.0,47.0,,,50.0
Лобанов Милий Герасимович,2020,Платка,6.5,314.0,Психология,г. Гатчина,+7 (292) 901-72-60,,,81.0,68.0,100.0,
Пелагея Эльдаровна Русакова,2020,Бюджет,8.1,310.7,Кибербезопасность,п. Семлячики,84258767639,73.0,,,,82.0,75.0
Журавлева Лукия Геннадиевна,2021,Бюджет,8.7,305.6,История,д. Калачинск,81208143965,,82.0,59.0,,78.0,
Ермаков Николай Августович,2020,Целевое,7.1,332.2,Радиофизика,г. Анива,+79323796072,,,100.0,82.0,79.0,
Шестакова Алевтина Дмитриевна,2023,Платка,6.8,294.0,Международные отношения,д. Городовиковск,88534254818,,,90.0,,76.0,60.0
Афанасьев Агафон Владиславович,2021,Бюджет,5.8,208.9,Лечебное дело,клх Ессентуки,+7 (060) 609-76-65,45.0,,40.0,,,66.0
Веселов Арсений Глебович,2021,Платка,8.5,333.8,История,к. Анапа,+7 176 774 0653,93.0,,58.0,,98.0,
Аггей Демидович Романов,2019,Платка,7.6,356.3,Информатика,клх Липецк,+71130124194,100.0,,,100.0,,80.0
Александра Афанасьевна Григорьева,2019,Платка,6.5,256.7,Прикладная информатика,г. Волхов,81315856809,50.0,,,,63.0,79.0
Никон Артёмович Макаров,2022,Платка,7.9,379.1,Радиофизика,п. Новороссийка,+77683936665,,,100.0,100.0,100.0,
Евсеева Ульяна Кирилловна,2020,Бюджет,8.2,377.2,Прикладная информатика,п. Сасово,82886709628,100.0,95.0,100.0,,,
Лукина Ульяна Кирилловна,2019,Платка,7.7,325.2,Международные отношения,г. Бреды,83148353646,87.0,67.0,94.0,,,
Филипп Захарьевич Семенов,2023,Целевое,6.9,312.0,Международные отношения,к. Усть-Калманка,8 (208) 503-13-98,,,,84.0,77.0,82.0
Макарова Глафира Игоревна,2020,Целевое,9.5,327.5,Международные отношения,д. Гдов,+7 (015) 525-4587,,85.0,82.0,,,65.0
Стрелкова Элеонора Леоновна,2019,Целевое,9.1,242.0,Информатика,д. Мценск,8 (173) 742-3531,,45.0,,57.0,,49.0
Константин Глебович Савин,2019,Платка,7.4,369.9,Прикладная информатика,с. Шелагонцы,+7 382 941 0430,,100.0,100.0,,,96.0
Макарова Ульяна Антоновна,2023,Платка,7.5,287.5,Прикладная математика,ст. Нижний Тагил,8 723 756 7344,69.0,75.0,,69.0,,
Елизавета Ждановна Филатова,2019,Платка,7.6,308.9,Философия,клх Гремячинск (Бурят.),+7 221 127 6446,,82.0,,72.0,,79.0
Юдина Татьяна Болеславовна,2021,Бюджет,6.6,323.4,Информатика,клх Красноярск,+7 748 942 4766,73.0,,,99.0,85.0,
Иванов Павел Борисович,2020,Бюджет,6.4,246.3,Международные отношения,г. Нижнеудинск,+7 (876) 903-3673,,65.0,51.0,66.0,,
Федотова Алевтина Григорьевна,2023,Целевое,6.6,358.3,Философия,клх Артем,8 195 251 59 87,93.0,99.0,100.0,,,
Агата Архиповна Баранова,2021,Целевое,7.3,322.5,Прикладная математика,г. Тутаев,89758959485,76.0,80.0,,,,94.0
Хохлова Анжела Никифоровна,2019,Платка,7.1,238.9,Информатика,д. Краснодар,8 152 445 48 73,,62.0,,,60.0,46.0
Лора Вениаминовна Белоусова,2023,Бюджет,9.3,328.4,Международные отношения,с. Ессентуки,84940670738,,78.0,,,80.0,77.0
Маркова Анжелика Максимовна,2023,Платка,5.8,284.5,Международные отношения,с. Хатанга,+7 (422) 929-34-65,88.0,,58.0,81.0,,
Раиса Ниловна Матвеева,2019,Бюджет,6.5,308.4,Прикладная информатика,ст. Тайшет,8 (250) 335-01-22,,74.0,100.0,,,69.0
Гордеев Аникита Всеволодович,2019,Бюджет,8.6,249.5,Международные отношения,г. Ишим,+7 (583) 535-2429,,63.0,53.0,47.0,,
Шарапов Тимофей Августович,2020,Бюджет,8.2,291.1,Радиофизика,п. Великие Луки,8 064 655 8705,,71.0,,74.0,64.0,
г-жа Ларионова Елизавета Леоновна,2023,Бюджет,7.8,292.1,Международные отношения,п. Петушки,8 (345) 713-17-08,69.0,70.0,,,,75.0
Алла Викторовна Сорокина,2019,Платка,8.4,351.7,Лечебное дело,клх Дагомыс,8 935 600 60 42,,,89.0,90.0,89.0,
Борислав Артемьевич Смирнов,2023,Целевое,5.6,307.2,Философия,г. Шахты,+7 (394) 480-48-49,93.0,83.0,,,,75.0
Евграф Вячеславович Назаров,2022,Целевое,9.4,329.0,Международные отношения,клх Апрелевка,8 394 612 88 91,96.0,,,,77.0,62.0
Измаил Геннадиевич Мельников,2021,Целевое,8.0,290.3,Психология,п. Ухта,+7 924 740 92 06,71.0,63.0,76.0,,,
Кузнецов Нестор Ефимович,2020,Платка,7.9,250.0,Кибербезопасность,с. Комсомольск-на-Амуре,+7 (473) 264-91-29,54.0,60.0,,57.0,,
Журавлева Валерия Анатольевна,2021,Платка,8.6,303.5,Информатика,д. Пинега,+79006914776,,,65.0,,85.0,68.0
Евгения Сергеевна Гаврилова,2021,Бюджет,7.4,330.3,Лечебное дело,г. Обнинск,+7 (228) 236-9158,71.0,,85.0,,100.0,
Пестов Владлен Арсеньевич,2019,Бюджет,9.0,292.3,Международные отношения,г. Домбай,+7 (903) 583-74-27,,62.0,58.0,,82.0,
Антонова Людмила Алексеевна,2021,Платка,4.2,311.4,Философия,п. Фатеж,+7 (903) 954-84-66,91.0,,79.0,99.0,,
Васильева Нонна Тимофеевна,2021,Бюджет,7.1,269.7,Информатика,г. Нижнеудинск,+78919339229,,57.0,76.0,,,66.0
Галина Аскольдовна Беспалова,2021,Бюджет,6.1,299.1,Кибербезопасность,д. Кропоткин (Краснод.),86081384965,,,,66.0,84.0,88.0
Пантелеймон Валерьевич Колобов,2022,Платка,6.7,361.1,Психология,ст. Балашов,+79569853340,,99.0,95.0,100.0,,
Карпов Адам Иосифович,2022,Платка,6.4,326.3,Философия,с. Данков,8 (252) 142-98-54,,,85.0,,100.0,77.0
Макарова Агата Дмитриевна,2019,Целевое,9.1,231.4,Информатика,д. Новокузнецк,8 041 767 3096,,,50.0,45.0,,45.0
Лучезар Даниилович Поляков,2019,Платка,8.1,355.2,Международные отношения,г. Нижнекамск,+7 990 247 3331,,,100.0,87.0,,87.0
Агафья Станиславовна Лазарева,2021,Бюджет,6.7,271.4,История,г. Верхний Баскунчак,8 (074) 188-91-17,,54.0,77.0,73.0,,
Ларионов Харлампий Изотович,2023,Бюджет,7.2,307.3,Прикладная информатика,ст. Сорочинск,8 612 929 51 74,,78.0,88.0,69.0,,
Агафья Аскольдовна Зуева,2023,Платка,7.9,354.3,Лечебное дело,клх Новомосковск,+74256776925,86.0,,,93.0,,96.0
Константин Борисович Авдеев,2022,Платка,6.8,316.7,Философия,ст. Усть-Катав,8 (249) 959-1999,94.0,,,82.0,73.0,
Николаев Леонтий Аверьянович,2022,Бюджет,8.7,330.1,Радиофизика,клх Кулу,8 (163) 934-00-93,88.0,66.0,,,,89.0
Мирон Феофанович Лазарев,2021,Бюджет,7.0,308.4,Психология,ст. Балашов,8 295 396 84 69,99.0,61.0,,,78.0,
Мишин Владилен Борисович,2022,Целевое,7.1,213.0,Радиофизика,к. Тулун,8 (373) 077-0546,,,44.0,66.0,,32.0
Рыбаков Гедеон Изотович,2022,Платка,6.8,362.8,Кибербезопасность,п. Калачинск,+7 183 446 4678,,,100.0,,100.0,95.0
Милий Викентьевич Кондратьев,2023,Целевое,8.1,348.9,Психология,ст. Амдерма,81632518014,,,89.0,80.0,99.0,
Зинаида Болеславовна Прохорова,2022,Целевое,7.0,287.2,Прикладная информатика,г. Углегорск,8 (074) 112-79-69,,77.0,,81.0,,59.0
Вадим Федотович Гордеев,2019,Платка,7.6,283.7,Кибербезопасность,п. Игнашино,+78287926777,80.0,69.0,,,,59.0
г-жа Некрасова Лидия Леонидовна,2023,Платка,6.8,325.9,Лечебное дело,с. Верхоянск,+7 (521) 266-4072,81.0,,89.0,,88.0,
Баранова Елена Святославовна,2020,Платка,7.1,269.2,Прикладная математика,с. Красновишерск,87579840514,,52.0,,,69.0,77.0
Артемьев Гостомысл Юльевич,2021,Целевое,6.1,321.7,Лечебное дело,с. Тарко-Сале,+7 (812) 247-8846,,100.0,,,74.0,87.0
Смирнова Светлана Леоновна,2019,Бюджет,6.8,294.0,Международные отношения,клх Поронайск,88261785143,,68.0,70.0,,88.0,
Овчинникова Галина Леонидовна,2019,Целевое,5.2,256.6,Кибербезопасность,клх Нижний Тагил,+75136778596,52.0,76.0,,,,77.0
Кононов Галактион Федотович,2022,Целевое,7.5,357.3,Прикладная информатика,д. Подольск,+7 877 696 41 72,82.0,,100.0,100.0,,
Прохоров Софрон Терентьевич,2021,Платка,8.8,321.2,История,г. Невьянск,+73485314288,,77.0,,83.0,73.0,
Олимпий Иосипович Сафонов,2022,Целевое,7.4,350.7,Прикладная информатика,г. Тырныауз,8 (504) 160-2375,96.0,81.0,,,,100.0
Горбунов Герман Ефимович,2021,Целевое,6.9,367.1,Психология,п. Урай,+7 (081) 593-4218,100.0,,,100.0,98.0,
Алевтина Рубеновна Самсонова,2020,Целевое,7.6,241.3,Международные отношения,д. Эльтон,8 (148) 191-1824,,64.0,56.0,45.0,,
Оксана Николаевна Артемьева,2020,Платка,7.4,326.6,Философия,с. Апатиты,+7 (814) 334-0483,,88.0,78.0,87.0,,
Регина Вячеславовна Шарапова,2022,Целевое,7.4,316.5,Психология,г. Карабудахкент,+7 778 964 5670,86.0,84.0,,72.0,,
Исидор Гавриилович Григорьев,2023,Целевое,7.5,281.4,Кибербезопасность,п. Домбай,8 851 347 35 77,,,70.0,74.0,62.0,
Фадеев Азарий Филимонович,2019,Целевое,6.6,284.3,Философия,к. Шадринск,87641352075,,59.0,66.0,,93.0,
тов. Рябова Пелагея Юльевна,2021,Платка,5.0,350.1,Информатика,п. Ханты-Мансийск,+7 (497) 209-9075,100.0,100.0,,100.0,,
Кудряшова Вера Робертовна,2023,Платка,5.7,282.0,Информатика,г. Арзамас,+7 951 737 29 99,54.0,,100.0,71.0,,
Брагина Лора Владиславовна,2021,Платка,9.2,365.7,Кибербезопасность,с. Енисейск,+7 (464) 114-8294,82.0,94.0,,,,98.0
Дарья Максимовна Харитонова,2019,Бюджет,7.0,324.9,Лечебное дело,г. Белорецк,+7 (653) 274-08-08,88.0,,94.0,,73.0,
Горбачева Оксана Матвеевна,2023,Целевое,7.3,325.9,Радиофизика,г. Верхний Баскунчак,8 769 343 52 31,72.0,,,96.0,85.0,
Феврония Рудольфовна Костина,2022,Бюджет,7.6,364.9,Международные отношения,клх Красноярск,89335712927,100.0,,93.0,96.0,,
Одинцова Анжела Валериевна,2021,Платка,8.0,379.3,Международные отношения,п. Сосновый Бор,8 079 577 70 07,100.0,99.0,100.0,,,
Любовь Геннадьевна Юдина,2023,Целевое,8.4,370.1,Прикладная математика,д. Люберцы,8 900 566 01 99,100.0,96.0,90.0,,,
Прокл Ерофеевич Герасимов,2019,Бюджет,6.4,180.2,Психология,к. Великие Луки,8 (643) 224-65-96,32.0,,40.0,,44.0,
Клавдий Владиленович Колесников,2020,Бюджет,5.8,325.8,Прикладная информатика,к. Теберда,8 047 082 2215,,,93.0,83.0,,92.0
Рябов Остромир Гурьевич,2019,Бюджет,8.1,309.3,Лечебное дело,к. Ельня,+7 556 424 2074,71.0,,,79.0,,78.0
Ольга Алексеевна Павлова,2019,Бюджет,7.7,361.2,Международные отношения,г. Кашира,+7 (174) 549-3204,99.0,,,85.0,100.0,
Гурьева Анжела Геннадиевна,2019,Платка,7.9,303.4,Прикладная математика,д. Шатура,+7 489 429 92 26,58.0,79.0,,87.0,,
Александров Лавр Елисеевич,2019,Бюджет,7.2,264.3,Кибербезопасность,с. Нальчик,8 (821) 580-0499,64.0,,82.0,,46.0,
Потап Жоресович Федосеев,2021,Бюджет,6.8,243.4,История,ст. Белорецк,8 185 656 7756,,58.0,69.0,48.0,,
Гусев Антип Филатович,2021,Платка,6.9,341.4,Информатика,г. Верхний Тагил,8 (561) 364-50-43,95.0,,81.0,,96.0,
Бобылева Лора Тимуровна,2023,Бюджет,7.7,238.6,Информатика,с. Нижнекамск,+7 835 380 9245,55.0,,,54.0,53.0,
Денис Валентинович Котов,2020,Целевое,8.1,278.3,Информатика,с. Сергиев Посад,+7 (643) 363-1779,72.0,64.0,61.0,,,
Глафира Святославовна Павлова,2019,Целевое,8.4,201.4,Философия,клх Александровск-Сахалинский,+7 (157) 676-5079,,,27.0,40.0,,50.0
Цветков Ананий Юлианович,2023,Бюджет,7.9,236.0,Философия,с. Анапа,+7 (008) 881-84-77,,,42.0,59.0,,56.0
Некрасов Варлаам Феликсович,2022,Платка,5.7,277.9,Радиофизика,к. Нягань,8 (931) 061-49-01,65.0,,96.0,,60.0,
Никифор Филатович Доронин,2019,Платка,7.6,242.5,Информатика,д. Октябрьское (Хант.),+7 685 501 44 14,47.0,,,55.0,,64.0
Бурова Эмилия Даниловна,2020,Платка,6.1,261.5,Прикладная информатика,г. Тикси,8 (045) 227-22-01,64.0,53.0,,84.0,,
Мирон Валентинович Зимин,2021,Платка,6.7,316.0,Международные отношения,г. Березники,8 575 010 1634,,91.0,,77.0,,81.0
Петухова Клавдия Егоровна,2023,Целевое,5.3,269.0,Информатика,д. Архангельск,8 157 058 37 13,,75.0,62.0,,,79.0
Волков Феликс Глебович,2022,Платка,7.9,331.5,Международные отношения,д. Обнинск,8 (992) 525-6367,,,76.0,82.0,,95.0
Панова Анжелика Семеновна,2021,Бюджет,8.3,313.4,Радиофизика,клх Северодвинск,8 578 843 6668,81.0,,,74.0,,75.0
Михеев Харитон Александрович,2022,Целевое,9.1,390.9,Кибербезопасность,клх Урюпинск,+7 992 500 6112,100.0,,,100.0,100.0,
Корнилов Евстафий Игнатович,2022,Платка,6.3,313.7,Кибербезопасность,к. Сосногорск,8 (350) 776-2160,68.0,,,96.0,87.0,
Савелий Эдуардович Баранов,2019,Платка,7.1,327.7,История,п. Новый Уренгой,84337164425,85.0,87.0,85.0,,,
Аникита Брониславович Воробьев,2022,Бюджет,8.8,357.8,Психология,с. Киров (Вятка),8 (424) 411-94-65,,,82.0,,90.0,98.0
Стрелкова Наталья Руслановна,2023,Целевое,9.2,328.1,Международные отношения,клх Апрелевка,+78135350289,71.0,86.0,,,,79.0
Эраст Артурович Хохлов,2023,Платка,7.7,367.7,Кибербезопасность,к. Кировск (Мурм.),+7 (843) 532-0671,,98.0,,,93.0,100.0
Щукин Фортунат Бориславович,2022,Бюджет,7.9,265.1,Международные отношения,г. Сладково,+7 224 010 08 29,,66.0,,82.0,,38.0
Вера Олеговна Алексеева,2020,Целевое,8.8,311.4,Прикладная математика,с. Соль-Илецк,84933368924,,,74.0,75.0,74.0,
Надежда Андреевна Архипова,2019,Платка,6.5,307.4,Радиофизика,д. Ульяновск,8 977 108 83 93,70.0,,89.0,83.0,,
Костин Милий Жоресович,2023,Целевое,6.7,357.8,История,г. Андреаполь,83812622046,100.0,91.0,100.0,,,
Селиверст Федосеевич Шаров,2023,Бюджет,6.3,327.7,Международные отношения,ст. Торжок,8 251 238 55 77,,,,80.0,100.0,85.0
Зуев Ладислав Иларионович,2020,Платка,7.6,257.0,Информатика,клх Тобольск,+74914837598,49.0,,,,74.0,58.0
Анастасия Юрьевна Большакова,2021,Целевое,8.2,278.0,Прикладная математика,с. Бреды,+7 (902) 049-23-59,,52.0,,84.0,60.0,
Стрелков Филарет Гертрудович,2022,Бюджет,7.2,305.6,Радиофизика,клх Тосно,8 (807) 337-5236,79.0,68.0,,,,87.0
Ульяна Феликсовна Медведева,2022,Платка,9.2,291.8,Информатика,ст. Нижний Тагил,+7 (120) 910-91-56,66.0,,69.0,65.0,,
Фирс Анисимович Беспалов,2021,Целевое,7.5,315.7,Кибербезопасность,п. Валдай,+7 356 333 37 66,,,90.0,,84.0,67.0
Касьян Данилович Артемьев,2021,Целевое,9.0,367.5,История,с. Буденновск,8 (674) 827-43-01,92.0,,,86.0,,99.0
Белова Фаина Святославовна,2022,Целевое,7.7,317.9,Международные отношения,ст. Биробиджан,+7 287 387 1747,100.0,,,,72.0,69.0
