ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Князева София Николаевна,2019,Целевое,6.7,277.9,История,клх Чехов,+7 (623) 233-44-57,,,71.0,68.0,72.0,
Одинцов Кир Анатольевич,2020,Целевое,6.9,257.1,Психология,к. Лянтор,+7 427 537 04 89,,71.0,56.0,,,61.0
Ипат Владиславович Иванов,2020,Платка,9.1,248.0,Философия,г. Черский,8 134 147 91 35,,,57.0,33.0,67.0,
Олимпиада Михайловна Веселова,2019,Бюджет,5.9,359.2,Радиофизика,п. Астрахань,+73662051256,,,100.0,,100.0,100.0
Калашникова Галина Семеновна,2022,Бюджет,6.9,326.0,Лечебное дело,к. Вязьма,8 547 854 46 52,78.0,,79.0,,,100.0
Давыд Фокич Доронин,2023,Целевое,6.8,257.2,Прикладная информатика,с. Ковров,+7 199 631 27 69,64.0,60.0,,65.0,,
Елисеева Василиса Викторовна,2019,Бюджет,7.3,227.0,Психология,д. Юрюзань,+7 662 216 24 95,50.0,,,,44.0,60.0
Таисия Константиновна Белова,2022,Целевое,9.6,315.5,Радиофизика,с. Тында,+7 327 691 37 47,,,95.0,,59.0,66.0
Кудрявцев Устин Филатович,2022,Платка,8.2,327.4,Прикладная математика,с. Котельнич,+70986238268,,,87.0,,76.0,82.0
Хохлов Демид Гертрудович,2021,Платка,7.1,294.9,Прикладная информатика,клх Кемерово,85117067919,,74.0,,79.0,,71.0
Дмитриева Пелагея Ждановна,2023,Целевое,9.8,248.8,Философия,клх Таганрог,+7 534 661 7448,46.0,56.0,,,,49.0
Дмитриева Оксана Ивановна,2021,Платка,8.0,305.7,Международные отношения,клх Улан-Удэ,8 456 875 69 75,,83.0,,64.0,,79.0
г-жа Меркушева Маргарита Андреевна,2020,Целевое,5.2,263.1,Информатика,ст. Бреды,+7 (106) 621-1520,70.0,,79.0,,62.0,
Мирослав Ермилович Гаврилов,2021,Целевое,7.0,281.6,Информатика,г. Пятигорск,+7 039 943 11 64,84.0,61.0,67.0,,,
Белякова Лидия Юрьевна,2019,Целевое,7.4,215.4,Радиофизика,д. Александровск-Сахалинский,8 (769) 057-3274,49.0,,,39.0,53.0,
Ефремова Галина Харитоновна,2019,Целевое,6.8,306.1,Лечебное дело,с. Сортавала,8 (610) 398-1752,,80.0,,68.0,,90.0
Лукина Полина Альбертовна,2021,Платка,7.6,312.2,История,с. Усинск,87412943629,,,75.0,83.0,78.0,
Пантелеймон Адрианович Фомичев,2019,Бюджет,5.4,273.8,Прикладная информатика,д. Тикси,+7 013 978 86 39,,,83.0,72.0,65.0,
Мина Феоктистович Петров,2019,Целевое,6.3,294.3,Прикладная информатика,ст. Мичуринск,+7 615 013 49 83,75.0,,79.0,,,77.0
Корнилов Фока Эдуардович,2020,Платка,7.3,272.7,Международные отношения,с. Краснотурьинск,+7 301 073 4143,,58.0,,57.0,,85.0
Фадеева Нина Валериевна,2021,Платка,8.5,257.2,Кибербезопасность,г. Баргузин,+7 022 429 0302,64.0,55.0,,,53.0,
Кузнецова Ульяна Геннадьевна,2019,Платка,7.6,277.3,Философия,клх Коломна,8 (813) 360-3489,,,,75.0,66.0,60.0
Евпраксия Дмитриевна Кошелева,2019,Платка,5.6,265.5,Прикладная информатика,клх Шелехов,8 (062) 212-56-93,,71.0,72.0,,,67.0
Фотий Устинович Петухов,2022,Бюджет,7.9,373.7,Международные отношения,д. Владивосток,8 358 378 1507,,,95.0,,100.0,100.0
Мартынова Эмилия Оскаровна,2019,Бюджет,8.3,248.4,История,г. Балтийск,+7 356 044 9782,,,50.0,,69.0,46.0
Горбачева Ирина Владимировна,2019,Платка,7.3,257.3,Прикладная математика,с. Кемерово,+7 699 901 30 60,44.0,56.0,,84.0,,
Ираида Игоревна Лазарева,2019,Бюджет,7.6,312.1,Прикладная математика,с. Самара,+7 (162) 484-57-13,,98.0,,,77.0,61.0
Корнилов Константин Валентинович,2022,Бюджет,7.2,214.6,Радиофизика,к. Камень-на-Оби,84910946532,26.0,,,64.0,53.0,
Лобанов Кузьма Игоревич,2021,Бюджет,6.7,313.2,История,ст. Беслан,8 (589) 380-1784,100.0,69.0,,,,77.0
Андроник Дмитриевич Суворов,2019,Целевое,8.9,323.1,Радиофизика,с. Каспийск,82416380473,72.0,,,,92.0,70.0
Савелий Васильевич Стрелков,2022,Целевое,7.2,313.2,Прикладная математика,п. Кетченеры,8 419 734 9384,,,100.0,67.0,74.0,
Тарасова Алла Алексеевна,2022,Целевое,4.6,323.8,Философия,с. Подольск,8 (936) 349-94-77,,84.0,,94.0,,100.0
Белова Марфа Альбертовна,2021,Платка,7.2,316.8,Информатика,с. Тихорецк,+7 913 734 6552,86.0,71.0,,88.0,,
Крылова Тамара Григорьевна,2021,Бюджет,6.8,301.8,Кибербезопасность,г. Касимов,+7 015 465 11 43,,63.0,94.0,,,77.0
Аполлон Гавриилович Фадеев,2023,Бюджет,9.1,264.3,Радиофизика,п. Нижнеудинск,8 992 455 4231,,54.0,68.0,,,51.0
Епифан Захарьевич Алексеев,2019,Целевое,7.7,271.2,Прикладная информатика,ст. Шадринск,8 (481) 013-6677,65.0,55.0,,,,74.0
Одинцов Федор Витальевич,2022,Целевое,6.8,258.9,Лечебное дело,с. Сосногорск,+7 309 084 5864,84.0,,50.0,57.0,,
Клавдия Павловна Крюкова,2019,Целевое,8.4,275.7,Радиофизика,с. Екатеринбург,+74358966685,,,75.0,,63.0,54.0
Елена Вадимовна Соколова,2019,Целевое,6.8,262.2,Информатика,с. Каргополь,+73458750593,91.0,51.0,,,,52.0
Фома Аксёнович Субботин,2022,Бюджет,5.8,294.4,Философия,ст. Ярославль,+7 (086) 022-4638,77.0,85.0,,74.0,,
Фомина Марина Игоревна,2019,Платка,6.7,184.4,Информатика,п. Шарья,+7 822 898 22 28,,,45.0,32.0,,40.0
Милица Львовна Вишнякова,2020,Целевое,6.8,347.2,Прикладная математика,с. Тюмень,+7 257 368 0948,,,95.0,84.0,100.0,
Виталий Геннадиевич Доронин,2020,Платка,7.0,248.4,История,д. Якша,8 (836) 081-68-16,66.0,,,56.0,,56.0
Лукия Александровна Селезнева,2019,Бюджет,9.0,287.3,Кибербезопасность,д. Павловский Посад,8 (264) 330-15-22,62.0,,72.0,63.0,,
Белова Нинель Феликсовна,2019,Платка,7.9,223.9,История,клх Миасс,86067086920,,,47.0,39.0,,59.0
Крылов Онуфрий Давыдович,2019,Бюджет,5.7,182.3,Прикладная информатика,п. Шамары,8 369 900 7529,,,26.0,59.0,,40.0
Кузнецов Януарий Устинович,2020,Платка,7.1,321.8,Прикладная информатика,г. Бомнак,+7 156 459 7595,74.0,89.0,,,,88.0
Волков Эраст Димитриевич,2023,Целевое,8.0,288.4,Прикладная математика,клх Пятигорск,+7 (220) 699-91-76,59.0,60.0,89.0,,,
Нестеров Георгий Трифонович,2023,Бюджет,8.8,365.1,Психология,ст. Краснотурьинск,+7 266 950 0134,,77.0,,100.0,100.0,
Горбачева Ангелина Ефимовна,2020,Платка,6.4,269.3,Международные отношения,п. Магас,+7 (330) 114-72-18,91.0,69.0,45.0,,,
Оксана Филипповна Петухова,2020,Целевое,6.4,257.2,История,п. Соболево,82713877947,92.0,,37.0,64.0,,
Раиса Львовна Фадеева,2022,Бюджет,7.2,349.2,Прикладная математика,с. Макушино,8 095 099 2936,87.0,,,94.0,,96.0
Леонтий Аксёнович Беспалов,2019,Бюджет,6.2,235.8,Радиофизика,п. Кажим,+71749813961,,63.0,,74.0,37.0,
Соколов Ян Даниилович,2022,Целевое,5.4,350.0,Психология,д. Джубга,+7 066 830 02 42,100.0,,96.0,,100.0,
Кузнецова Прасковья Аскольдовна,2023,Платка,8.0,307.8,История,с. Ставрополь,+7 (626) 372-48-33,,,66.0,,91.0,71.0
Фомина Акулина Игоревна,2019,Целевое,9.5,230.1,Психология,п. Переславль-Залесский,8 642 512 7793,,,47.0,32.0,,56.0
Бобылева Валентина Геннадьевна,2021,Платка,10.0,349.0,Лечебное дело,клх Кемерово,+7 105 082 37 34,,,93.0,92.0,64.0,
Дарья Павловна Шилова,2019,Целевое,8.1,233.9,Информатика,ст. Шелагонцы,+7 (840) 641-86-32,,34.0,,69.0,50.0,
Медведев Христофор Эдгардович,2023,Бюджет,5.7,314.1,Прикладная математика,г. Туапсе,+7 117 018 50 20,,73.0,100.0,,,84.0
Савина Евдокия Натановна,2020,Бюджет,8.1,311.4,Кибербезопасность,клх Певек,87878336485,,,82.0,,82.0,66.0
Калашникова Пелагея Валентиновна,2020,Целевое,10.0,360.6,Психология,г. Мончегорск,+7 276 375 94 55,98.0,80.0,,83.0,,
Кабанова Вероника Павловна,2020,Платка,9.1,277.4,Прикладная математика,п. Южноуральск,+7 (958) 106-2356,60.0,80.0,,,,46.0
Святополк Федосеевич Жданов,2019,Целевое,6.8,326.9,Кибербезопасность,клх Обоянь,8 (104) 409-96-52,,,83.0,92.0,84.0,
Эмилия Алексеевна Кириллова,2019,Платка,8.0,318.4,Лечебное дело,д. Амдерма,8 150 031 2117,63.0,,,91.0,84.0,
Ульяна Феликсовна Хохлова,2022,Целевое,8.1,329.8,Лечебное дело,д. Россошь,+7 156 284 44 64,,87.0,,,82.0,80.0
Котов Михей Измаилович,2021,Бюджет,9.4,329.1,Прикладная информатика,ст. Оленек,+7 408 119 67 61,,78.0,70.0,87.0,,
Морозов Емельян Авдеевич,2020,Целевое,7.0,267.3,Лечебное дело,г. Учалы,8 207 283 00 01,67.0,,63.0,,,67.0
Анатолий Абрамович Носков,2019,Платка,8.5,327.4,Радиофизика,г. Морозовск,+75797688636,,,,93.0,81.0,68.0
Майя Николаевна Гусева,2020,Бюджет,6.1,303.0,Радиофизика,г. Нарткала,82203018559,,,94.0,,86.0,62.0
Логинов Георгий Антонович,2021,Бюджет,7.2,220.4,Психология,к. Сасово,+7 (845) 364-11-11,,51.0,47.0,,,50.0
Юлия Антоновна Субботина,2020,Платка,6.5,314.0,Психология,клх Хабаровск,8 558 486 88 30,,,81.0,68.0,100.0,
Ершов Вышеслав Филиппович,2020,Бюджет,8.1,310.7,Кибербезопасность,к. Сухиничи,+7 171 705 1643,73.0,,,,82.0,75.0
Прохоров Анатолий Трифонович,2021,Бюджет,8.7,305.6,История,клх Златоуст,8 585 853 14 47,,82.0,59.0,,78.0,
Константинов Дорофей Борисович,2020,Целевое,7.1,332.2,Радиофизика,к. Кырен,8 (104) 383-1818,,,100.0,82.0,79.0,
Андрон Юльевич Павлов,2023,Платка,6.8,294.0,Международные отношения,ст. Ржев,+76326127988,,,90.0,,76.0,60.0
Егоров Дементий Валерьянович,2021,Бюджет,5.8,208.9,Лечебное дело,клх Таганрог,8 (349) 283-12-52,45.0,,40.0,,,66.0
Лазарев Данила Гурьевич,2021,Платка,8.5,333.8,История,с. Дмитров,8 151 093 98 06,93.0,,58.0,,98.0,
Копылова Галина Станиславовна,2019,Платка,7.6,356.3,Информатика,г. Невьянск,8 (093) 820-68-97,100.0,,,100.0,,80.0
Данилова Агата Игоревна,2019,Платка,6.5,256.7,Прикладная информатика,ст. Красноуральск,8 (277) 610-9459,50.0,,,,63.0,79.0
Фокина Анжела Степановна,2022,Платка,7.9,379.1,Радиофизика,п. Колпашево,+72012226564,,,100.0,100.0,100.0,
Тарасова Валерия Егоровна,2020,Бюджет,8.2,377.2,Прикладная информатика,п. Воскресенск,8 245 792 1095,100.0,95.0,100.0,,,
Евстафий Юльевич Андреев,2019,Платка,7.7,325.2,Международные отношения,п. Пышма,82511187091,87.0,67.0,94.0,,,
Казимир Игнатьевич Егоров,2023,Целевое,6.9,312.0,Международные отношения,к. Корсаков,+7 279 839 70 03,,,,84.0,77.0,82.0
Агафонова Таисия Анатольевна,2020,Целевое,9.5,327.5,Международные отношения,г. Вилюйск,8 279 019 51 40,,85.0,82.0,,,65.0
Зинаида Рудольфовна Сафонова,2019,Целевое,9.1,242.0,Информатика,п. Цимлянск,+7 (380) 636-2776,,45.0,,57.0,,49.0
Красильников Демид Дорофеевич,2019,Платка,7.4,369.9,Прикладная информатика,ст. Смоленск,8 (750) 099-47-47,,100.0,100.0,,,96.0
Корнилов Прокл Фадеевич,2023,Платка,7.5,287.5,Прикладная математика,к. Невельск,+7 (412) 365-51-27,69.0,75.0,,69.0,,
Трофимова Екатерина Станиславовна,2019,Платка,7.6,308.9,Философия,д. Кедровый,+7 107 904 34 39,,82.0,,72.0,,79.0
Панфилов Панкрат Викентьевич,2021,Бюджет,6.6,323.4,Информатика,клх Ершов,+7 509 006 81 37,73.0,,,99.0,85.0,
Жукова Алина Яковлевна,2020,Бюджет,6.4,246.3,Международные отношения,к. Верхотурье,8 (973) 559-26-96,,65.0,51.0,66.0,,
Анжела Макаровна Уварова,2023,Целевое,6.6,358.3,Философия,клх Ачхой Мартан,+75768502244,93.0,99.0,100.0,,,
Богданов Ипатий Гордеевич,2021,Целевое,7.3,322.5,Прикладная математика,п. Уэлен,+7 (190) 369-5562,76.0,80.0,,,,94.0
Афанасий Архипович Беспалов,2019,Платка,7.1,238.9,Информатика,д. Тюмень,8 695 729 85 73,,62.0,,,60.0,46.0
Фадеева София Семеновна,2023,Бюджет,9.3,328.4,Международные отношения,клх Екатеринбург,8 541 661 37 47,,78.0,,,80.0,77.0
София Болеславовна Капустина,2023,Платка,5.8,284.5,Международные отношения,д. Карабудахкент,+7 (341) 488-1901,88.0,,58.0,81.0,,
Нонна Игоревна Анисимова,2019,Бюджет,6.5,308.4,Прикладная информатика,д. Оха,83546896430,,74.0,100.0,,,69.0
Субботина Дарья Кузьминична,2019,Бюджет,8.6,249.5,Международные отношения,д. Апатиты,8 (206) 548-8558,,63.0,53.0,47.0,,
Мясникова Нина Ильинична,2020,Бюджет,8.2,291.1,Радиофизика,клх Видное,+7 928 773 99 77,,71.0,,74.0,64.0,
Мухина Евпраксия Святославовна,2023,Бюджет,7.8,292.1,Международные отношения,п. Плесецк,+77879974192,69.0,70.0,,,,75.0
Феофан Иосифович Смирнов,2019,Платка,8.4,351.7,Лечебное дело,клх Ирбит,+7 810 827 24 19,,,89.0,90.0,89.0,
Ярополк Терентьевич Тетерин,2023,Целевое,5.6,307.2,Философия,клх Урюпинск,+7 236 188 99 37,93.0,83.0,,,,75.0
тов. Абрамов Панкрат Димитриевич,2022,Целевое,9.4,329.0,Международные отношения,к. Верхоянск,+7 (017) 435-10-80,96.0,,,,77.0,62.0
Анастасия Геннадьевна Пахомова,2021,Целевое,8.0,290.3,Психология,с. Саров (Морд.),+7 (075) 848-3684,71.0,63.0,76.0,,,
Куприян Изотович Кудряшов,2020,Платка,7.9,250.0,Кибербезопасность,к. Невельск,8 (117) 967-1364,54.0,60.0,,57.0,,
Милица Вадимовна Рогова,2021,Платка,8.6,303.5,Информатика,д. Ижевск,8 (090) 698-7978,,,65.0,,85.0,68.0
Мишина Виктория Рудольфовна,2021,Бюджет,7.4,330.3,Лечебное дело,с. Салехард,8 (289) 381-5660,71.0,,85.0,,100.0,
Куприян Герасимович Большаков,2019,Бюджет,9.0,292.3,Международные отношения,г. Волхов,+7 (106) 991-82-95,,62.0,58.0,,82.0,
Виктория Феликсовна Овчинникова,2021,Платка,4.2,311.4,Философия,д. Териберка,+7 (515) 798-2800,91.0,,79.0,99.0,,
Селиверстов Мина Викторович,2021,Бюджет,7.1,269.7,Информатика,п. Ведено,8 (627) 436-12-61,,57.0,76.0,,,66.0
Ситникова Вера Рубеновна,2021,Бюджет,6.1,299.1,Кибербезопасность,с. Уссурийск,8 460 304 63 89,,,,66.0,84.0,88.0
Николаева Марфа Леоновна,2022,Платка,6.7,361.1,Психология,п. Анапа,+7 605 523 96 54,,99.0,95.0,100.0,,
Емельянова Октябрина Ждановна,2022,Платка,6.4,326.3,Философия,п. Луховицы,+7 225 420 3767,,,85.0,,100.0,77.0
Лучезар Демидович Куликов,2019,Целевое,9.1,231.4,Информатика,г. Комсомольск-на-Амуре,81500756564,,,50.0,45.0,,45.0
Акулина Оскаровна Петрова,2019,Платка,8.1,355.2,Международные отношения,клх Пермь,8 678 211 40 64,,,100.0,87.0,,87.0
Тарас Адамович Кулаков,2021,Бюджет,6.7,271.4,История,г. Каргасок,8 (932) 084-22-46,,54.0,77.0,73.0,,
Евфросиния Мироновна Логинова,2023,Бюджет,7.2,307.3,Прикладная информатика,клх Верхоянск,+71642590560,,78.0,88.0,69.0,,
Овчинникова Глафира Рубеновна,2023,Платка,7.9,354.3,Лечебное дело,п. Нижний Тагил,8 313 298 12 94,86.0,,,93.0,,96.0
Ярополк Андреевич Устинов,2022,Платка,6.8,316.7,Философия,к. Новый Уренгой,8 (054) 089-9628,94.0,,,82.0,73.0,
Ермолай Владиленович Бобров,2022,Бюджет,8.7,330.1,Радиофизика,г. Джейрах,8 (270) 184-1137,88.0,66.0,,,,89.0
Зыков Будимир Бенедиктович,2021,Бюджет,7.0,308.4,Психология,д. Сургут (Хант.),81059677014,99.0,61.0,,,78.0,
Овчинникова Фаина Альбертовна,2022,Целевое,7.1,213.0,Радиофизика,п. Горячинск,88398925822,,,44.0,66.0,,32.0
Климент Валерьевич Комиссаров,2022,Платка,6.8,362.8,Кибербезопасность,ст. Кущевская,8 (256) 094-28-49,,,100.0,,100.0,95.0
Борислав Фомич Макаров,2023,Целевое,8.1,348.9,Психология,ст. Луга,8 (284) 018-8977,,,89.0,80.0,99.0,
Субботин Федор Юльевич,2022,Целевое,7.0,287.2,Прикладная информатика,клх Жуковский,+7 (069) 877-64-84,,77.0,,81.0,,59.0
Цветков Амвросий Иосипович,2019,Платка,7.6,283.7,Кибербезопасность,д. Приморско-Ахтарск,+75363122703,80.0,69.0,,,,59.0
г-жа Баранова Елена Вячеславовна,2023,Платка,6.8,325.9,Лечебное дело,к. Северобайкальск,85758741196,81.0,,89.0,,88.0,
Доброслав Ануфриевич Осипов,2020,Платка,7.1,269.2,Прикладная математика,к. Ирбит,+7 (933) 639-75-54,,52.0,,,69.0,77.0
Наина Аскольдовна Котова,2021,Целевое,6.1,321.7,Лечебное дело,п. Петушки,+7 (971) 740-8471,,100.0,,,74.0,87.0
Евграф Иосифович Силин,2019,Бюджет,6.8,294.0,Международные отношения,с. Кулунда,+7 663 226 7412,,68.0,70.0,,88.0,
Наталья Сергеевна Горшкова,2019,Целевое,5.2,256.6,Кибербезопасность,ст. Челюскин,8 (105) 904-1131,52.0,76.0,,,,77.0
Сильвестр Владиленович Пахомов,2022,Целевое,7.5,357.3,Прикладная информатика,г. Александров Гай,8 (807) 661-97-77,82.0,,100.0,100.0,,
Быкова Марфа Вячеславовна,2021,Платка,8.8,321.2,История,г. Быково (метеост.),8 (171) 611-5011,,77.0,,83.0,73.0,
Гремислав Бенедиктович Князев,2022,Целевое,7.4,350.7,Прикладная информатика,г. Борзя,8 936 686 05 12,96.0,81.0,,,,100.0
Спартак Ефимьевич Третьяков,2021,Целевое,6.9,367.1,Психология,г. Балашиха,+7 420 484 8604,100.0,,,100.0,98.0,
Савельев Ким Феликсович,2020,Целевое,7.6,241.3,Международные отношения,к. Пышма,+73067525317,,64.0,56.0,45.0,,
Марфа Ниловна Воронцова,2020,Платка,7.4,326.6,Философия,ст. Биробиджан,+7 824 054 6186,,88.0,78.0,87.0,,
Цветкова Светлана Викторовна,2022,Целевое,7.4,316.5,Психология,клх Теберда,88969007286,86.0,84.0,,72.0,,
Тарас Денисович Ефремов,2023,Целевое,7.5,281.4,Кибербезопасность,клх Чулым,+7 133 358 72 24,,,70.0,74.0,62.0,
г-н Кузнецов Степан Игнатьевич,2019,Целевое,6.6,284.3,Философия,г. Подольск,8 (084) 157-3005,,59.0,66.0,,93.0,
Колесникова Анастасия Алексеевна,2021,Платка,5.0,350.1,Информатика,к. Буйнакск,+7 285 173 5564,100.0,100.0,,100.0,,
Ангелина Алексеевна Давыдова,2023,Платка,5.7,282.0,Информатика,г. Поярково,8 (803) 198-3892,54.0,,100.0,71.0,,
Захар Филиппович Чернов,2021,Платка,9.2,365.7,Кибербезопасность,ст. Павловская,+7 704 233 74 59,82.0,94.0,,,,98.0
Евдокимов Роман Трифонович,2019,Бюджет,7.0,324.9,Лечебное дело,п. Москва,8 (610) 511-6135,88.0,,94.0,,73.0,
Нина Тарасовна Панфилова,2023,Целевое,7.3,325.9,Радиофизика,п. Архангельск,8 134 927 2388,72.0,,,96.0,85.0,
Лобанов Игорь Артёмович,2022,Бюджет,7.6,364.9,Международные отношения,п. Уссурийск,85705582184,100.0,,93.0,96.0,,
Сазонова Лукия Юрьевна,2021,Платка,8.0,379.3,Международные отношения,к. Адлер,+7 655 917 36 01,100.0,99.0,100.0,,,
Сысоев Азарий Ааронович,2023,Целевое,8.4,370.1,Прикладная математика,г. Внуково (метеост.),83834998938,100.0,96.0,90.0,,,
Смирнов Ким Дорофеевич,2019,Бюджет,6.4,180.2,Психология,к. Нижний Новгород,8 (593) 047-5787,32.0,,40.0,,44.0,
Екатерина Геннадьевна Константинова,2020,Бюджет,5.8,325.8,Прикладная информатика,к. Каневская,8 721 783 9321,,,93.0,83.0,,92.0
Таисия Харитоновна Чернова,2019,Бюджет,8.1,309.3,Лечебное дело,ст. Белый Яр (Томск.),8 (795) 756-8789,71.0,,,79.0,,78.0
Кузнецов Андрей Феликсович,2019,Бюджет,7.7,361.2,Международные отношения,клх Кунгур,+7 (604) 415-40-09,99.0,,,85.0,100.0,
Матвеев Аркадий Аверьянович,2019,Платка,7.9,303.4,Прикладная математика,г. Батайск,+7 (221) 728-5103,58.0,79.0,,87.0,,
Котов Станимир Даниилович,2019,Бюджет,7.2,264.3,Кибербезопасность,к. Руза,+7 046 697 7972,64.0,,82.0,,46.0,
Богданова Екатерина Аркадьевна,2021,Бюджет,6.8,243.4,История,клх Шаховская,+7 511 722 4841,,58.0,69.0,48.0,,
Таисия Станиславовна Корнилова,2021,Платка,6.9,341.4,Информатика,д. Набережные Челны,+7 764 177 9276,95.0,,81.0,,96.0,
Оксана Геннадиевна Савельева,2023,Бюджет,7.7,238.6,Информатика,ст. Усолье Сибирское,+7 665 175 0770,55.0,,,54.0,53.0,
Ксения Натановна Бобылева,2020,Целевое,8.1,278.3,Информатика,п. Углегорск,+7 (963) 179-2676,72.0,64.0,61.0,,,
Крылов Аверьян Евсеевич,2019,Целевое,8.4,201.4,Философия,д. Карачаевск,8 652 152 61 39,,,27.0,40.0,,50.0
Кулакова Екатерина Рудольфовна,2023,Бюджет,7.9,236.0,Философия,к. Мураши,8 (072) 639-1931,,,42.0,59.0,,56.0
Лапина Марфа Эльдаровна,2022,Платка,5.7,277.9,Радиофизика,с. Данков,+7 (032) 092-3420,65.0,,96.0,,60.0,
Самсонов Модест Даниилович,2019,Платка,7.6,242.5,Информатика,п. Минусинск,8 (393) 947-9116,47.0,,,55.0,,64.0
Орлова Ираида Захаровна,2020,Платка,6.1,261.5,Прикладная информатика,с. Серпухов,8 (605) 440-8790,64.0,53.0,,84.0,,
Владилен Германович Лебедев,2021,Платка,6.7,316.0,Международные отношения,п. Ижевск,83139937992,,91.0,,77.0,,81.0
Агап Тимурович Лихачев,2023,Целевое,5.3,269.0,Информатика,г. Нерчинск,80892888025,,75.0,62.0,,,79.0
Артемьев Гаврила Харлампович,2022,Платка,7.9,331.5,Международные отношения,клх Нарым,87187209213,,,76.0,82.0,,95.0
Громов Святополк Ильич,2021,Бюджет,8.3,313.4,Радиофизика,к. Минеральные Воды,+7 (871) 767-79-04,81.0,,,74.0,,75.0
Ян Фокич Киселев,2022,Целевое,9.1,390.9,Кибербезопасность,ст. Орск,+76843712214,100.0,,,100.0,100.0,
Фрол Фролович Егоров,2022,Платка,6.3,313.7,Кибербезопасность,ст. Верхний Баскунчак,8 422 983 4352,68.0,,,96.0,87.0,
Терентьев Пахом Якубович,2019,Платка,7.1,327.7,История,п. Дмитров,+7 557 565 3311,85.0,87.0,85.0,,,
Дементьев Софрон Вилорович,2022,Бюджет,8.8,357.8,Психология,п. Белый Яр (Томск.),81297810402,,,82.0,,90.0,98.0
Марфа Робертовна Артемьева,2023,Целевое,9.2,328.1,Международные отношения,клх Владикавказ,+7 209 073 2913,71.0,86.0,,,,79.0
Копылов Творимир Федотович,2023,Платка,7.7,367.7,Кибербезопасность,ст. Подольск,8 606 258 1020,,98.0,,,93.0,100.0
Марина Юльевна Доронина,2022,Бюджет,7.9,265.1,Международные отношения,с. Наро-Фоминск,8 (779) 578-47-28,,66.0,,82.0,,38.0
Комиссарова Раиса Руслановна,2020,Целевое,8.8,311.4,Прикладная математика,п. Нижнекамск,+74137780616,,,74.0,75.0,74.0,
Сидорова Глафира Васильевна,2019,Платка,6.5,307.4,Радиофизика,с. Верхний Тагил,87988853844,70.0,,89.0,83.0,,
Воронова Любовь Петровна,2023,Целевое,6.7,357.8,История,ст. Белорецк,8 (176) 269-97-65,100.0,91.0,100.0,,,
Владимирова Юлия Рудольфовна,2023,Бюджет,6.3,327.7,Международные отношения,п. Архыз,8 438 564 45 19,,,,80.0,100.0,85.0
Спиридон Юлианович Ермаков,2020,Платка,7.6,257.0,Информатика,с. Ялуторовск,+7 545 878 08 63,49.0,,,,74.0,58.0
Исай Жоресович Герасимов,2021,Целевое,8.2,278.0,Прикладная математика,д. Каргасок,+7 (936) 456-57-67,,52.0,,84.0,60.0,
Капустин Павел Ааронович,2022,Бюджет,7.2,305.6,Радиофизика,к. Кизел,+7 (718) 112-1345,79.0,68.0,,,,87.0
Дорофеева Евдокия Эльдаровна,2022,Платка,9.2,291.8,Информатика,клх Радужный,+78433433323,66.0,,69.0,65.0,,
Зимин Рюрик Гертрудович,2021,Целевое,7.5,315.7,Кибербезопасность,с. Канск,+72272138965,,,90.0,,84.0,67.0
Светлана Рудольфовна Мельникова,2021,Целевое,9.0,367.5,История,клх Кропоткин (Краснод.),+77096130961,92.0,,,86.0,,99.0
Федорова Лукия Тарасовна,2022,Целевое,7.7,317.9,Международные отношения,с. Камень-на-Оби,8 375 006 8636,100.0,,,,72.0,69.0
Субботина Фёкла Геннадьевна,2023,Бюджет,5.3,334.5,Психология,клх Галич,+7 (423) 825-8822,,,,85.0,99.0,97.0
Конон Демидович Сидоров,2022,Целевое,9.4,302.1,Психология,д. Онега,8 505 295 14 82,,56.0,,,78.0,74.0
Зиновий Геннадиевич Сидоров,2021,Бюджет,7.8,316.2,Кибербезопасность,д. Мытищи,+7 348 661 96 70,66.0,,,100.0,72.0,
Фомина Евфросиния Ивановна,2021,Платка,5.3,277.9,Философия,к. Усолье Сибирское,8 (789) 744-63-92,66.0,,,64.0,95.0,
Калашникова Вероника Тарасовна,2022,Бюджет,9.6,352.9,Радиофизика,ст. Партизанск,82321758149,,89.0,,,78.0,90.0
Федорова Тамара Геннадиевна,2021,Бюджет,7.4,250.3,Лечебное дело,клх Пушкин,+7 455 839 00 91,55.0,,63.0,,58.0,
Марк Алексеевич Маслов,2021,Целевое,7.7,219.4,Прикладная информатика,к. Аршан (Бурят.),+7 500 066 9988,50.0,40.0,,52.0,,
Людмила Ждановна Хохлова,2021,Бюджет,8.4,355.2,Прикладная математика,д. Чайковский,+76129025312,,100.0,,100.0,71.0,
Котова Елена Вадимовна,2022,Целевое,7.2,327.3,Психология,ст. Хужир,8 (662) 316-49-29,69.0,,,,100.0,86.0
Евсеев Автоном Евстигнеевич,2019,Целевое,6.7,183.1,Философия,г. Набережные Челны,8 049 763 9911,,,,33.0,47.0,36.0
Никифор Алексеевич Прохоров,2022,Целевое,8.0,226.3,Международные отношения,п. Зарайск,+70448592884,,59.0,,39.0,,48.0
Пахомова София Мироновна,2019,Целевое,6.6,206.9,Международные отношения,к. Шуя,+7 798 096 79 88,61.0,38.0,42.0,,,
